"Date","Council","Wellbeing support","Care and support","Setting","Staffing","Leadership"
"Jun 2021","Aberdeen City","4.434783","4.478261","4.100000","3.700000","3.600000"
"Jun 2021","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","3.833333"
"Jun 2021","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Jun 2021","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Jun 2021","City of Edinburgh","4.246575","4.000000","3.787879","3.843750","4.060606"
"Jun 2021","Clackmannanshire","4.500000","4.500000","3.500000","3.500000","3.000000"
"Jun 2021","Dumfries & Galloway","4.064516","4.129032","3.461538","3.461538","3.294118"
"Jun 2021","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Jun 2021","East Ayrshire","3.727273","3.761905","3.533333","3.666667","3.333333"
"Jun 2021","East Dunbartonshire","4.666667","4.266667","4.000000","3.666667","3.500000"
"Jun 2021","East Lothian","4.157895","4.157895","3.888889","3.923077","3.727273"
"Jun 2021","East Renfrewshire","3.714286","3.642857","3.900000","3.200000","3.100000"
"Jun 2021","Falkirk","4.222222","4.384615","3.571429","3.714286","3.857143"
"Jun 2021","Fife","4.054054","4.315068","3.681818","3.454545","3.571429"
"Jun 2021","Glasgow City","4.208791","4.066667","3.818182","3.666667","3.515152"
"Jun 2021","Highland","4.250000","4.218750","3.695652","3.607143","3.740741"
"Jun 2021","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"Jun 2021","Midlothian","3.916667","3.750000","3.285714","3.625000","3.625000"
"Jun 2021","Moray","3.642857","4.000000","3.500000","3.555556","3.666667"
"Jun 2021","Na h-Eileanan Siar","4.222222","3.777778","3.666667","3.400000","3.000000"
"Jun 2021","North Ayrshire","4.409091","4.190476","3.500000","3.625000","3.714286"
"Jun 2021","North Lanarkshire","4.137931","3.689655","3.944444","4.000000","3.473684"
"Jun 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Jun 2021","Perth & Kinross","4.214286","4.142857","3.733333","3.611111","3.611111"
"Jun 2021","Renfrewshire","4.640000","4.480000","4.100000","4.200000","4.100000"
"Jun 2021","Scottish Borders","4.300000","4.200000","3.833333","3.833333","3.800000"
"Jun 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Jun 2021","South Ayrshire","4.080000","4.120000","3.666667","3.583333","3.538462"
"Jun 2021","South Lanarkshire","4.038462","3.803922","3.700000","3.823529","3.593750"
"Jun 2021","Stirling","3.950000","3.850000","3.625000","3.625000","3.555556"
"Jun 2021","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"Jun 2021","West Lothian","4.444444","4.185185","4.000000","3.545455","3.857143"
"Jul 2021","Aberdeen City","4.434783","4.478261","4.100000","3.700000","3.700000"
"Jul 2021","Aberdeenshire","4.440678","4.389831","3.846154","4.333333","3.769231"
"Jul 2021","Angus","4.137931","4.142857","3.400000","4.000000","3.545455"
"Jul 2021","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Jul 2021","City of Edinburgh","4.246575","4.000000","3.787879","3.843750","4.060606"
"Jul 2021","Clackmannanshire","4.500000","4.500000","3.500000","3.500000","3.000000"
"Jul 2021","Dumfries & Galloway","4.064516","4.129032","3.461538","3.461538","3.294118"
"Jul 2021","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Jul 2021","East Ayrshire","3.695652","3.761905","3.533333","3.666667","3.333333"
"Jul 2021","East Dunbartonshire","4.666667","4.266667","4.000000","3.666667","3.500000"
"Jul 2021","East Lothian","4.111111","4.111111","4.125000","3.916667","3.900000"
"Jul 2021","East Renfrewshire","3.846154","3.846154","4.111111","3.333333","3.333333"
"Jul 2021","Falkirk","4.185185","4.384615","3.571429","3.714286","3.785714"
"Jul 2021","Fife","4.013333","4.315068","3.681818","3.454545","3.571429"
"Jul 2021","Glasgow City","4.200000","4.067416","3.818182","3.666667","3.515152"
"Jul 2021","Highland","4.257576","4.230769","3.695652","3.620690","3.750000"
"Jul 2021","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"Jul 2021","Midlothian","3.833333","3.750000","3.285714","3.625000","3.625000"
"Jul 2021","Moray","3.642857","4.000000","3.500000","3.555556","3.666667"
"Jul 2021","Na h-Eileanan Siar","4.222222","3.777778","3.666667","3.400000","3.000000"
"Jul 2021","North Ayrshire","4.227273","4.190476","3.222222","3.625000","3.714286"
"Jul 2021","North Lanarkshire","4.000000","3.689655","3.944444","4.000000","3.473684"
"Jul 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Jul 2021","Perth & Kinross","4.166667","4.166667","3.733333","3.555556","3.611111"
"Jul 2021","Renfrewshire","4.360000","4.480000","3.909091","4.200000","4.000000"
"Jul 2021","Scottish Borders","4.300000","4.200000","3.833333","3.833333","3.800000"
"Jul 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Jul 2021","South Ayrshire","3.960000","4.120000","3.666667","3.583333","3.538462"
"Jul 2021","South Lanarkshire","4.057692","3.823529","3.700000","3.852941","3.625000"
"Jul 2021","Stirling","4.000000","3.857143","3.625000","3.625000","3.555556"
"Jul 2021","West Dunbartonshire","4.100000","4.111111","4.000000","3.600000","3.500000"
"Jul 2021","West Lothian","4.444444","4.185185","4.000000","3.545455","3.857143"
"Aug 2021","Aberdeen City","4.413043","4.478261","4.100000","3.700000","3.700000"
"Aug 2021","Aberdeenshire","4.355932","4.389831","3.846154","4.333333","3.769231"
"Aug 2021","Angus","4.103448","4.142857","3.400000","4.000000","3.545455"
"Aug 2021","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Aug 2021","City of Edinburgh","4.219178","4.000000","3.787879","3.843750","4.060606"
"Aug 2021","Clackmannanshire","4.500000","4.500000","3.500000","3.500000","3.000000"
"Aug 2021","Dumfries & Galloway","4.032258","4.129032","3.384615","3.384615","3.235294"
"Aug 2021","Dundee City","4.035714","4.035714","3.800000","4.000000","3.777778"
"Aug 2021","East Ayrshire","3.739130","3.761905","3.533333","3.666667","3.333333"
"Aug 2021","East Dunbartonshire","4.600000","4.266667","4.000000","3.666667","3.500000"
"Aug 2021","East Lothian","4.117647","4.176471","4.125000","3.833333","4.111111"
"Aug 2021","East Renfrewshire","3.846154","3.846154","4.111111","3.333333","3.333333"
"Aug 2021","Falkirk","4.222222","4.384615","3.642857","3.785714","3.785714"
"Aug 2021","Fife","4.000000","4.270270","3.636364","3.409091","3.454545"
"Aug 2021","Glasgow City","4.155556","4.056818","3.818182","3.666667","3.515152"
"Aug 2021","Highland","4.196970","4.230769","3.695652","3.586207","3.633333"
"Aug 2021","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"Aug 2021","Midlothian","3.833333","3.750000","3.285714","3.625000","3.625000"
"Aug 2021","Moray","3.642857","4.000000","3.500000","3.555556","3.666667"
"Aug 2021","Na h-Eileanan Siar","4.222222","3.777778","3.666667","3.400000","3.000000"
"Aug 2021","North Ayrshire","4.227273","4.190476","3.222222","3.625000","3.714286"
"Aug 2021","North Lanarkshire","3.966667","3.689655","3.944444","4.000000","3.473684"
"Aug 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Aug 2021","Perth & Kinross","4.146341","4.195122","3.571429","3.705882","3.647059"
"Aug 2021","Renfrewshire","4.240000","4.480000","3.909091","4.200000","4.000000"
"Aug 2021","Scottish Borders","4.142857","4.200000","3.833333","3.833333","3.636364"
"Aug 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Aug 2021","South Ayrshire","3.884615","4.120000","3.666667","3.583333","3.538462"
"Aug 2021","South Lanarkshire","4.055556","3.823529","3.700000","3.852941","3.625000"
"Aug 2021","Stirling","3.950000","3.850000","3.625000","3.625000","3.333333"
"Aug 2021","West Dunbartonshire","4.100000","4.111111","4.000000","3.600000","3.500000"
"Aug 2021","West Lothian","4.444444","4.185185","4.000000","3.545455","3.857143"
"Sep 2021","Aberdeen City","4.382979","4.478261","4.100000","3.700000","3.700000"
"Sep 2021","Aberdeenshire","4.327273","4.418182","3.818182","4.400000","3.636364"
"Sep 2021","Angus","4.068966","4.142857","3.400000","4.000000","3.545455"
"Sep 2021","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Sep 2021","City of Edinburgh","4.222222","4.000000","3.781250","3.838710","4.062500"
"Sep 2021","Clackmannanshire","4.333333","4.444444","3.500000","3.500000","3.000000"
"Sep 2021","Dumfries & Galloway","4.100000","4.166667","3.500000","3.500000","3.375000"
"Sep 2021","Dundee City","4.035714","4.035714","3.800000","4.000000","3.777778"
"Sep 2021","East Ayrshire","3.695652","3.761905","3.533333","3.666667","3.333333"
"Sep 2021","East Dunbartonshire","4.600000","4.266667","4.000000","3.666667","3.500000"
"Sep 2021","East Lothian","4.235294","4.235294","4.125000","3.916667","4.111111"
"Sep 2021","East Renfrewshire","3.923077","3.846154","4.111111","3.333333","3.333333"
"Sep 2021","Falkirk","4.148148","4.384615","3.642857","3.785714","3.785714"
"Sep 2021","Fife","4.000000","4.260274","3.636364","3.409091","3.454545"
"Sep 2021","Glasgow City","4.119565","4.078652","3.764706","3.666667","3.515152"
"Sep 2021","Highland","4.190476","4.225806","3.695652","3.620690","3.666667"
"Sep 2021","Inverclyde","4.611111","4.555556","3.750000","4.000000","3.666667"
"Sep 2021","Midlothian","3.916667","3.750000","3.285714","3.625000","3.625000"
"Sep 2021","Moray","3.733333","4.000000","3.500000","3.555556","3.666667"
"Sep 2021","Na h-Eileanan Siar","4.222222","3.777778","3.666667","3.400000","3.000000"
"Sep 2021","North Ayrshire","4.227273","4.190476","3.222222","3.625000","3.714286"
"Sep 2021","North Lanarkshire","3.900000","3.620690","3.944444","3.842105","3.421053"
"Sep 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Sep 2021","Perth & Kinross","4.195122","4.195122","3.571429","3.705882","3.647059"
"Sep 2021","Renfrewshire","4.280000","4.480000","3.909091","4.200000","4.000000"
"Sep 2021","Scottish Borders","3.904762","4.200000","3.833333","3.833333","3.416667"
"Sep 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Sep 2021","South Ayrshire","3.846154","4.120000","3.600000","3.583333","3.538462"
"Sep 2021","South Lanarkshire","4.055556","3.823529","3.700000","3.852941","3.625000"
"Sep 2021","Stirling","4.100000","3.850000","3.625000","3.625000","3.555556"
"Sep 2021","West Dunbartonshire","4.200000","4.111111","4.000000","3.600000","3.500000"
"Sep 2021","West Lothian","4.444444","4.185185","4.000000","3.545455","3.857143"
"Oct 2021","Aberdeen City","4.361702","4.478261","4.100000","3.700000","3.700000"
"Oct 2021","Aberdeenshire","4.303571","4.418182","3.818182","4.400000","3.500000"
"Oct 2021","Angus","4.100000","4.142857","3.400000","4.000000","3.636364"
"Oct 2021","Argyll & Bute","4.000000","3.750000","3.777778","3.750000","3.250000"
"Oct 2021","City of Edinburgh","4.222222","4.000000","3.750000","3.806452","4.062500"
"Oct 2021","Clackmannanshire","4.111111","4.444444","3.500000","3.500000","3.000000"
"Oct 2021","Dumfries & Galloway","3.920000","4.166667","3.272727","3.500000","3.285714"
"Oct 2021","Dundee City","3.962963","4.074074","3.888889","4.000000","3.875000"
"Oct 2021","East Ayrshire","3.739130","3.761905","3.533333","3.666667","3.333333"
"Oct 2021","East Dunbartonshire","4.562500","4.250000","3.857143","3.714286","3.571429"
"Oct 2021","East Lothian","4.235294","4.235294","4.125000","3.916667","4.111111"
"Oct 2021","East Renfrewshire","3.846154","3.846154","4.111111","3.333333","3.333333"
"Oct 2021","Falkirk","4.192308","4.400000","3.615385","3.769231","3.769231"
"Oct 2021","Fife","4.000000","4.260274","3.636364","3.318182","3.454545"
"Oct 2021","Glasgow City","4.107527","4.078652","3.794118","3.666667","3.515152"
"Oct 2021","Highland","4.142857","4.225806","3.695652","3.620690","3.700000"
"Oct 2021","Inverclyde","4.611111","4.555556","3.750000","4.000000","3.666667"
"Oct 2021","Midlothian","4.000000","3.750000","3.285714","3.625000","3.625000"
"Oct 2021","Moray","3.800000","4.000000","3.500000","3.555556","3.666667"
"Oct 2021","Na h-Eileanan Siar","4.222222","3.777778","3.666667","3.400000","3.000000"
"Oct 2021","North Ayrshire","4.200000","4.136364","3.444444","3.625000","3.714286"
"Oct 2021","North Lanarkshire","3.900000","3.620690","3.944444","3.842105","3.473684"
"Oct 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Oct 2021","Perth & Kinross","4.166667","4.195122","3.571429","3.705882","3.611111"
"Oct 2021","Renfrewshire","4.360000","4.480000","3.909091","4.200000","4.000000"
"Oct 2021","Scottish Borders","3.863636","4.200000","3.833333","3.833333","3.416667"
"Oct 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Oct 2021","South Ayrshire","3.846154","4.160000","3.600000","3.583333","3.615385"
"Oct 2021","South Lanarkshire","4.018519","3.840000","3.689655","3.878788","3.612903"
"Oct 2021","Stirling","4.100000","3.850000","3.625000","3.625000","3.555556"
"Oct 2021","West Dunbartonshire","4.200000","4.111111","4.000000","3.600000","3.500000"
"Oct 2021","West Lothian","4.407407","4.185185","4.000000","3.545455","3.857143"
"Nov 2021","Aberdeen City","4.354167","4.478261","4.100000","3.700000","3.700000"
"Nov 2021","Aberdeenshire","4.285714","4.418182","3.583333","4.400000","3.500000"
"Nov 2021","Angus","4.100000","4.142857","3.400000","4.000000","3.636364"
"Nov 2021","Argyll & Bute","4.000000","3.750000","3.777778","3.750000","3.250000"
"Nov 2021","City of Edinburgh","4.239437","4.014085","3.774194","3.774194","4.096774"
"Nov 2021","Clackmannanshire","4.111111","4.444444","3.500000","3.500000","3.000000"
"Nov 2021","Dumfries & Galloway","3.884615","4.166667","3.272727","3.500000","3.285714"
"Nov 2021","Dundee City","3.888889","4.074074","3.888889","3.750000","3.625000"
"Nov 2021","East Ayrshire","3.782609","3.857143","3.533333","3.733333","3.333333"
"Nov 2021","East Dunbartonshire","4.529412","4.235294","3.625000","3.750000","3.625000"
"Nov 2021","East Lothian","4.235294","4.235294","4.125000","3.916667","4.111111"
"Nov 2021","East Renfrewshire","3.846154","3.846154","4.111111","3.333333","3.333333"
"Nov 2021","Falkirk","4.153846","4.400000","3.615385","3.769231","3.769231"
"Nov 2021","Fife","3.973333","4.260274","3.636364","3.363636","3.454545"
"Nov 2021","Glasgow City","4.066667","4.058140","3.794118","3.666667","3.470588"
"Nov 2021","Highland","4.111111","4.225806","3.695652","3.655172","3.800000"
"Nov 2021","Inverclyde","4.611111","4.555556","3.750000","4.000000","3.666667"
"Nov 2021","Midlothian","3.833333","3.750000","3.285714","3.500000","3.625000"
"Nov 2021","Moray","3.800000","4.000000","3.500000","3.555556","3.666667"
"Nov 2021","Na h-Eileanan Siar","4.222222","3.777778","3.666667","3.400000","3.000000"
"Nov 2021","North Ayrshire","4.200000","4.136364","3.444444","3.625000","3.714286"
"Nov 2021","North Lanarkshire","3.833333","3.620690","3.944444","3.842105","3.473684"
"Nov 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Nov 2021","Perth & Kinross","4.190476","4.195122","3.642857","3.705882","3.631579"
"Nov 2021","Renfrewshire","4.240000","4.480000","3.909091","4.200000","4.000000"
"Nov 2021","Scottish Borders","3.863636","4.200000","3.833333","3.833333","3.416667"
"Nov 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Nov 2021","South Ayrshire","3.884615","4.166667","3.571429","3.636364","3.583333"
"Nov 2021","South Lanarkshire","4.018519","3.840000","3.689655","3.878788","3.612903"
"Nov 2021","Stirling","4.105263","3.894737","3.714286","3.714286","3.625000"
"Nov 2021","West Dunbartonshire","4.200000","4.111111","4.000000","3.600000","3.500000"
"Nov 2021","West Lothian","4.407407","4.185185","4.000000","3.545455","3.857143"
"Dec 2021","Aberdeen City","4.361702","4.511111","4.111111","3.777778","3.777778"
"Dec 2021","Aberdeenshire","4.363636","4.425926","3.818182","4.400000","3.583333"
"Dec 2021","Angus","4.133333","4.142857","3.400000","4.000000","3.636364"
"Dec 2021","Argyll & Bute","3.941176","3.750000","3.777778","3.750000","3.250000"
"Dec 2021","City of Edinburgh","4.239437","4.014085","3.806452","3.774194","4.096774"
"Dec 2021","Clackmannanshire","4.222222","4.444444","3.500000","3.500000","3.000000"
"Dec 2021","Dumfries & Galloway","3.884615","4.166667","3.272727","3.500000","3.285714"
"Dec 2021","Dundee City","3.888889","4.074074","3.888889","3.750000","3.625000"
"Dec 2021","East Ayrshire","3.750000","3.857143","3.533333","3.733333","3.266667"
"Dec 2021","East Dunbartonshire","4.529412","4.235294","3.625000","3.750000","3.625000"
"Dec 2021","East Lothian","4.166667","4.235294","4.125000","3.916667","4.111111"
"Dec 2021","East Renfrewshire","3.769231","3.846154","4.111111","3.333333","3.333333"
"Dec 2021","Falkirk","4.153846","4.400000","3.615385","3.769231","3.769231"
"Dec 2021","Fife","3.946667","4.287671","3.727273","3.454545","3.545455"
"Dec 2021","Glasgow City","4.087912","4.058140","3.794118","3.666667","3.470588"
"Dec 2021","Highland","4.126984","4.225806","3.695652","3.655172","3.800000"
"Dec 2021","Inverclyde","4.611111","4.555556","3.750000","4.000000","3.666667"
"Dec 2021","Midlothian","3.833333","3.750000","3.285714","3.500000","3.500000"
"Dec 2021","Moray","3.733333","4.000000","3.500000","3.555556","3.666667"
"Dec 2021","Na h-Eileanan Siar","4.222222","3.888889","3.666667","3.400000","3.000000"
"Dec 2021","North Ayrshire","4.120000","4.136364","3.444444","3.625000","3.625000"
"Dec 2021","North Lanarkshire","3.733333","3.586207","3.944444","3.736842","3.421053"
"Dec 2021","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Dec 2021","Perth & Kinross","4.190476","4.195122","3.642857","3.705882","3.631579"
"Dec 2021","Renfrewshire","4.240000","4.480000","3.909091","4.200000","4.000000"
"Dec 2021","Scottish Borders","3.954545","4.200000","3.833333","3.833333","3.583333"
"Dec 2021","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Dec 2021","South Ayrshire","3.962963","4.166667","3.642857","3.636364","3.583333"
"Dec 2021","South Lanarkshire","4.037037","3.840000","3.689655","3.878788","3.612903"
"Dec 2021","Stirling","4.111111","3.888889","3.714286","3.714286","3.625000"
"Dec 2021","West Dunbartonshire","4.272727","4.200000","4.333333","3.833333","3.600000"
"Dec 2021","West Lothian","4.370370","4.185185","4.000000","3.545455","3.857143"
"Jan 2022","Aberdeen City","4.361702","4.511111","4.111111","3.777778","3.777778"
"Jan 2022","Aberdeenshire","4.339286","4.425926","3.818182","4.400000","3.583333"
"Jan 2022","Angus","4.166667","4.142857","3.400000","4.000000","3.636364"
"Jan 2022","Argyll & Bute","3.941176","3.750000","3.777778","3.750000","3.250000"
"Jan 2022","City of Edinburgh","4.239437","4.014085","3.806452","3.774194","4.096774"
"Jan 2022","Clackmannanshire","4.222222","4.444444","3.500000","3.500000","3.000000"
"Jan 2022","Dumfries & Galloway","3.846154","4.166667","3.363636","3.500000","3.285714"
"Jan 2022","Dundee City","3.888889","4.074074","3.888889","3.750000","3.625000"
"Jan 2022","East Ayrshire","3.791667","3.857143","3.533333","3.733333","3.333333"
"Jan 2022","East Dunbartonshire","4.529412","4.235294","3.625000","3.750000","3.625000"
"Jan 2022","East Lothian","4.055556","4.235294","4.125000","3.916667","4.111111"
"Jan 2022","East Renfrewshire","3.833333","3.833333","4.125000","3.250000","3.375000"
"Jan 2022","Falkirk","4.153846","4.400000","3.615385","3.769231","3.769231"
"Jan 2022","Fife","3.947368","4.287671","3.727273","3.454545","3.545455"
"Jan 2022","Glasgow City","4.065217","4.057471","3.800000","3.676471","3.457143"
"Jan 2022","Highland","4.095238","4.225806","3.695652","3.655172","3.800000"
"Jan 2022","Inverclyde","4.578947","4.555556","3.750000","4.000000","3.666667"
"Jan 2022","Midlothian","3.833333","3.750000","3.285714","3.500000","3.500000"
"Jan 2022","Moray","3.733333","4.000000","3.500000","3.555556","3.666667"
"Jan 2022","Na h-Eileanan Siar","4.222222","3.888889","3.666667","3.400000","3.000000"
"Jan 2022","North Ayrshire","4.115385","4.136364","3.444444","3.625000","3.625000"
"Jan 2022","North Lanarkshire","3.741935","3.566667","3.944444","3.700000","3.400000"
"Jan 2022","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Jan 2022","Perth & Kinross","4.190476","4.195122","3.642857","3.705882","3.631579"
"Jan 2022","Renfrewshire","4.320000","4.480000","4.000000","4.200000","4.000000"
"Jan 2022","Scottish Borders","3.954545","4.200000","3.833333","3.916667","3.583333"
"Jan 2022","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Jan 2022","South Ayrshire","3.962963","4.166667","3.642857","3.636364","3.666667"
"Jan 2022","South Lanarkshire","4.036364","3.840000","3.689655","3.878788","3.612903"
"Jan 2022","Stirling","4.111111","3.888889","3.714286","3.714286","3.625000"
"Jan 2022","West Dunbartonshire","4.272727","4.200000","4.333333","3.833333","3.600000"
"Jan 2022","West Lothian","4.370370","4.185185","4.000000","3.545455","3.857143"
"Feb 2022","Aberdeen City","4.382979","4.511111","4.111111","3.777778","3.777778"
"Feb 2022","Aberdeenshire","4.315789","4.425926","3.818182","4.400000","3.583333"
"Feb 2022","Angus","4.166667","4.142857","3.400000","4.000000","3.636364"
"Feb 2022","Argyll & Bute","3.941176","3.750000","3.777778","3.750000","3.250000"
"Feb 2022","City of Edinburgh","4.239437","4.014085","3.806452","3.774194","4.096774"
"Feb 2022","Clackmannanshire","4.222222","4.444444","3.500000","3.500000","3.000000"
"Feb 2022","Dumfries & Galloway","3.814815","4.166667","3.363636","3.500000","3.285714"
"Feb 2022","Dundee City","3.888889","4.074074","3.888889","3.750000","3.625000"
"Feb 2022","East Ayrshire","3.750000","3.857143","3.533333","3.533333","3.333333"
"Feb 2022","East Dunbartonshire","4.529412","4.235294","3.625000","3.750000","3.625000"
"Feb 2022","East Lothian","4.055556","4.235294","4.125000","3.916667","4.111111"
"Feb 2022","East Renfrewshire","3.833333","3.833333","4.125000","3.250000","3.375000"
"Feb 2022","Falkirk","4.074074","4.400000","3.615385","3.769231","3.769231"
"Feb 2022","Fife","3.907895","4.287671","3.727273","3.500000","3.545455"
"Feb 2022","Glasgow City","4.010870","4.045977","3.800000","3.676471","3.388889"
"Feb 2022","Highland","4.111111","4.225806","3.695652","3.655172","3.741935"
"Feb 2022","Inverclyde","4.578947","4.555556","3.750000","4.000000","3.666667"
"Feb 2022","Midlothian","3.833333","3.750000","3.285714","3.500000","3.500000"
"Feb 2022","Moray","3.733333","4.000000","3.500000","3.555556","3.666667"
"Feb 2022","Na h-Eileanan Siar","4.222222","3.888889","3.666667","3.400000","3.000000"
"Feb 2022","North Ayrshire","4.160000","4.142857","3.500000","3.714286","3.625000"
"Feb 2022","North Lanarkshire","3.709677","3.533333","3.777778","3.700000","3.350000"
"Feb 2022","Orkney Islands","4.400000","4.400000","4.500000","4.000000","3.000000"
"Feb 2022","Perth & Kinross","4.142857","4.195122","3.642857","3.705882","3.684211"
"Feb 2022","Renfrewshire","4.307692","4.480000","4.000000","4.200000","4.000000"
"Feb 2022","Scottish Borders","4.000000","4.200000","3.833333","3.916667","3.666667"
"Feb 2022","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Feb 2022","South Ayrshire","3.925926","4.166667","3.642857","3.636364","3.666667"
"Feb 2022","South Lanarkshire","4.036364","3.840000","3.689655","3.878788","3.612903"
"Feb 2022","Stirling","4.111111","3.888889","3.714286","3.714286","3.625000"
"Feb 2022","West Dunbartonshire","4.181818","4.200000","4.333333","3.833333","3.600000"
"Feb 2022","West Lothian","4.384615","4.192308","4.000000","3.500000","3.846154"
"Mar 2022","Aberdeen City","4.404255","4.511111","4.111111","3.777778","3.777778"
"Mar 2022","Aberdeenshire","4.298246","4.425926","3.818182","4.400000","3.583333"
"Mar 2022","Angus","4.100000","4.142857","3.400000","4.000000","3.636364"
"Mar 2022","Argyll & Bute","3.941176","3.750000","3.777778","3.750000","3.250000"
"Mar 2022","City of Edinburgh","4.239437","4.014085","3.806452","3.774194","4.096774"
"Mar 2022","Clackmannanshire","4.111111","4.444444","3.500000","3.500000","3.000000"
"Mar 2022","Dumfries & Galloway","3.750000","4.166667","3.363636","3.500000","3.285714"
"Mar 2022","Dundee City","3.888889","4.074074","3.888889","3.750000","3.444444"
"Mar 2022","East Ayrshire","3.750000","3.857143","3.533333","3.533333","3.333333"
"Mar 2022","East Dunbartonshire","4.529412","4.235294","3.625000","3.750000","3.375000"
"Mar 2022","East Lothian","4.111111","4.235294","4.125000","3.916667","4.111111"
"Mar 2022","East Renfrewshire","3.833333","3.833333","4.125000","3.250000","3.375000"
"Mar 2022","Falkirk","4.074074","4.400000","3.615385","3.769231","3.769231"
"Mar 2022","Fife","3.881579","4.287671","3.727273","3.500000","3.545455"
"Mar 2022","Glasgow City","4.022222","4.047059","3.823529","3.696970","3.400000"
"Mar 2022","Highland","4.140625","4.225806","3.695652","3.655172","3.741935"
"Mar 2022","Inverclyde","4.578947","4.555556","3.750000","4.000000","3.666667"
"Mar 2022","Midlothian","3.833333","3.750000","3.285714","3.500000","3.500000"
"Mar 2022","Moray","3.733333","4.000000","3.500000","3.555556","3.666667"
"Mar 2022","Na h-Eileanan Siar","4.222222","3.888889","3.666667","3.400000","3.000000"
"Mar 2022","North Ayrshire","4.083333","4.200000","3.500000","3.714286","3.375000"
"Mar 2022","North Lanarkshire","3.709677","3.533333","3.777778","3.700000","3.350000"
"Mar 2022","Orkney Islands","4.200000","4.400000","4.500000","4.000000","3.000000"
"Mar 2022","Perth & Kinross","4.119048","4.195122","3.642857","3.705882","3.631579"
"Mar 2022","Renfrewshire","4.307692","4.480000","4.000000","4.200000","4.000000"
"Mar 2022","Scottish Borders","4.000000","4.200000","3.833333","3.916667","3.666667"
"Mar 2022","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Mar 2022","South Ayrshire","3.925926","4.166667","3.642857","3.636364","3.666667"
"Mar 2022","South Lanarkshire","3.946429","3.840000","3.689655","3.878788","3.531250"
"Mar 2022","Stirling","4.111111","3.888889","3.714286","3.714286","3.625000"
"Mar 2022","West Dunbartonshire","4.181818","4.200000","4.333333","3.833333","3.600000"
"Mar 2022","West Lothian","4.333333","4.192308","4.000000","3.500000","3.846154"
"Apr 2022","Aberdeen City","4.382979","4.511111","4.111111","3.777778","3.777778"
"Apr 2022","Aberdeenshire","4.275862","4.425926","3.818182","4.400000","3.583333"
"Apr 2022","Angus","4.100000","4.142857","3.400000","4.000000","3.636364"
"Apr 2022","Argyll & Bute","3.941176","3.750000","3.777778","3.750000","3.250000"
"Apr 2022","City of Edinburgh","4.267606","4.014085","3.806452","3.806452","4.096774"
"Apr 2022","Clackmannanshire","4.111111","4.444444","3.500000","3.500000","3.000000"
"Apr 2022","Dumfries & Galloway","3.714286","4.166667","3.363636","3.500000","3.285714"
"Apr 2022","Dundee City","3.888889","4.074074","3.888889","3.750000","3.444444"
"Apr 2022","East Ayrshire","3.826087","3.800000","3.642857","3.642857","3.428571"
"Apr 2022","East Dunbartonshire","4.529412","4.235294","3.750000","3.750000","3.375000"
"Apr 2022","East Lothian","4.111111","4.235294","4.125000","3.916667","4.111111"
"Apr 2022","East Renfrewshire","3.833333","3.833333","4.125000","3.250000","3.375000"
"Apr 2022","Falkirk","4.074074","4.400000","3.615385","3.769231","3.769231"
"Apr 2022","Fife","3.857143","4.283784","3.782609","3.478261","3.521739"
"Apr 2022","Glasgow City","4.011111","4.047059","3.823529","3.696970","3.428571"
